    (5605, 'Sør-Varanger', 69.728, 30.042),
    (5607, 'Vadsø', 70.074, 29.748),
    (5610, 'Karasjok', 69.471, 25.514),
    (5612, 'Kautokeino', 69.012, 23.041),
    (5614, 'Loppa', 70.33, 21.5),
    (5616, 'Hasvik', 70.5, 22.0),
    (5618, 'Måsøy', 70.99, 24.66),
    (5620, 'Nordkapp', 71.17, 25.78),
    (5622, 'Porsanger', 70.05, 25.06),
    (5624, 'Lebesby', 70.96, 27.35),
    (5626, 'Gamvik', 71.04, 27.85),
    (5628, 'Tana', 70.199, 28.189),
    (5630, 'Berlevåg', 70.86, 29.09),
    (5632, 'Båtsfjord', 70.6, 29.72),
    (5634, 'Vardø', 70.37, 31.11),
    (5636, 'Nesseby', 70.17, 28.56),
